,name,online_order,book_table,votes,location,cuisines,approx_cost(for two people),listed_in(type),type,rate
42446,94,1,0,560,19,44,900.0,2,4,4.0
24792,6016,1,0,22,24,40,600.0,4,9,3.5
44534,5872,1,0,16,39,51,300.0,4,9,3.7
11279,1166,1,0,92,23,51,300.0,4,9,3.9
7749,5386,1,0,12,41,4,500.0,3,6,3.9
16684,4157,1,0,4,5,38,300.0,2,9,3.2
17237,1604,1,0,179,18,51,300.0,4,9,3.4
44792,1780,1,0,875,19,51,500.0,2,6,4.5
25981,3209,0,0,41,16,3,500.0,3,0,3.8
29667,1685,1,0,226,26,51,450.0,2,6,3.9
35112,1143,1,0,47,9,51,200.0,2,9,3.4
13849,4028,0,0,29,15,51,600.0,2,6,3.7
28952,1502,1,1,2727,9,51,800.0,4,4,4.1
29052,6297,1,0,31,9,51,150.0,4,2,3.7
29028,764,0,0,11,9,9,300.0,4,9,3.5
16521,2655,1,0,34,18,51,350.0,2,8,3.8
7463,1829,1,0,51,8,51,500.0,2,9,3.9
10271,3069,1,0,62,29,51,450.0,3,7,4.1
45727,4703,0,0,11,51,38,600.0,4,4,3.3
2262,5632,1,0,230,23,45,1000.0,4,4,4.2
17088,620,1,0,21,18,54,700.0,4,4,2.6
49372,1892,0,0,5,46,51,500.0,2,9,3.1
2151,6287,0,0,11,2,51,150.0,4,9,3.3
8849,2639,1,0,138,9,50,300.0,2,9,2.8
16474,6319,1,0,51,18,40,600.0,2,6,3.2
22376,5207,1,0,26,9,54,100.0,2,9,3.6
49685,3393,0,0,115,46,49,1200.0,4,4,3.5
49954,1475,0,0,33,5,51,400.0,4,3,3.7
47644,5920,1,0,8,52,51,500.0,2,9,3.4
47833,4274,0,0,23,34,3,250.0,2,0,3.7
43501,4224,0,0,32,11,51,800.0,4,4,3.7
19546,89,1,0,38,9,51,200.0,2,10,4.2
39120,5254,0,1,751,53,38,3000.0,4,8,4.4
21596,384,1,0,12,9,28,250.0,4,9,3.5
43191,993,0,1,568,37,51,2500.0,4,8,4.1
47593,5406,1,0,129,16,19,700.0,2,4,3.5
5955,4121,1,1,929,7,51,800.0,4,4,4.0
389,3040,1,0,6,3,31,300.0,2,9,3.4
12770,6293,1,1,81,52,21,800.0,4,4,3.8
30866,2653,1,0,7,9,51,400.0,2,3,2.9
17198,2480,1,0,15,18,54,250.0,4,9,3.7
30911,6025,1,0,34,29,51,250.0,3,8,3.8
40351,5368,1,0,591,43,51,700.0,4,4,3.8
22018,1398,1,0,101,2,34,400.0,2,7,3.9
1110,1429,1,0,139,2,51,400.0,2,9,3.7
11027,6257,1,0,310,21,51,750.0,4,3,4.0
37335,1536,0,0,53,9,51,600.0,4,4,3.1
11252,917,1,0,6,2,51,400.0,4,8,3.0
11965,2259,0,0,6,50,55,450.0,2,4,3.3
44474,3156,0,0,66,39,51,800.0,4,4,4.0
34904,599,1,0,18,9,22,400.0,2,10,3.9
35688,4838,1,0,457,26,38,650.0,2,4,4.0
15677,769,0,1,158,12,51,1100.0,4,4,3.9
34732,896,1,1,3170,29,51,1500.0,0,5,4.5
14532,4750,1,0,75,15,51,350.0,4,9,3.6
37770,1156,0,0,16,37,14,250.0,1,3,3.7
40316,1700,1,0,83,41,51,250.0,4,9,3.4
38440,2123,1,0,69,34,27,300.0,3,9,4.4
8573,1617,1,0,37,18,38,400.0,2,9,3.8
50225,4107,1,0,92,8,38,300.0,2,9,3.2
34871,2025,1,0,587,41,51,450.0,2,6,3.9
38022,2097,1,0,4,25,51,200.0,2,8,3.2
32980,4416,1,0,79,13,43,300.0,2,9,2.8
8040,2925,0,0,31,54,37,200.0,4,8,2.9
41628,2722,1,0,106,36,51,400.0,4,9,3.1
572,13,0,1,808,0,40,850.0,4,4,4.0
33300,2280,0,1,2160,29,51,1000.0,2,8,4.0
5862,4584,0,0,19,34,24,1000.0,3,8,3.5
21572,1633,1,0,50,9,51,250.0,4,9,3.8
30159,5977,1,0,72,30,51,200.0,2,9,3.6
23274,5459,0,0,25,23,51,550.0,4,4,3.6
39622,5138,1,0,33,41,51,150.0,2,8,3.8
39635,721,1,0,210,41,51,450.0,2,9,3.3
42491,5840,1,1,509,34,19,1300.0,2,5,4.3
39400,595,0,1,64,3,32,2200.0,5,1,3.7
29778,5316,1,1,3467,29,51,1300.0,2,4,4.5
15543,3964,0,0,11,49,38,200.0,4,9,3.5
33953,5981,1,1,724,31,51,1500.0,4,4,4.5
44469,3691,0,1,426,39,51,1800.0,4,8,4.2
42130,5201,1,0,38,8,54,300.0,4,9,3.6
22302,6111,1,1,294,23,51,500.0,2,4,4.1
37144,1805,1,1,74,9,44,900.0,4,4,3.9
46051,699,0,1,9300,40,51,1800.0,5,8,4.6
39629,923,1,0,219,35,54,100.0,2,9,4.1
49644,5330,1,1,139,46,51,700.0,4,4,4.4
47964,4237,1,1,200,37,51,1600.0,2,4,3.8
24396,4241,1,0,9,25,51,400.0,2,10,3.5
47638,5882,1,1,1943,37,51,2100.0,2,4,3.9
6943,2749,1,0,45,8,7,300.0,2,8,3.7
10320,5139,0,0,15,21,37,100.0,3,8,3.9
39355,5007,0,1,546,37,51,1500.0,5,8,4.2
15367,4973,1,0,570,52,51,700.0,3,3,4.3
26830,3200,1,0,537,40,25,600.0,2,6,4.4
8318,2323,0,0,11,9,51,500.0,1,3,3.2
28199,3171,1,0,210,29,51,200.0,3,2,4.0
7073,3234,1,0,195,8,51,300.0,2,9,3.9
15518,3054,0,0,407,11,44,700.0,4,4,4.1
7373,2842,1,0,205,36,38,350.0,2,9,3.7
6177,5043,0,0,524,10,51,800.0,4,4,4.3
16670,5215,1,0,64,18,51,300.0,2,4,4.0
49031,4604,1,0,72,18,37,200.0,2,8,4.0
45581,5690,1,0,137,19,51,400.0,3,8,3.5
15208,4507,1,0,24,16,51,450.0,2,9,3.5
47511,1696,1,0,658,12,16,750.0,2,8,4.3
46281,3321,1,0,71,43,29,400.0,2,9,3.2
17143,6004,1,0,70,18,51,400.0,4,9,4.2
27354,1886,1,0,61,30,51,400.0,2,9,4.0
8453,4832,1,0,519,23,58,400.0,2,4,3.6
46227,4642,1,0,7,41,58,500.0,2,4,3.6
34487,478,1,0,15,9,51,400.0,4,9,3.5
40043,1439,0,0,17,35,24,400.0,3,7,3.4
50293,3714,1,0,9,54,51,300.0,2,10,2.9
46233,5151,1,0,182,41,51,150.0,2,9,4.0
51543,1585,0,0,24,54,51,300.0,4,9,3.7
18542,5574,1,0,71,19,24,400.0,3,7,4.0
27847,5940,0,0,69,9,51,300.0,2,9,3.8
51384,3213,1,0,38,54,51,400.0,4,9,3.9
25362,5635,1,0,64,24,51,600.0,2,8,3.9
49840,3597,0,1,282,5,51,2000.0,4,4,4.1
6971,4496,0,0,97,8,40,450.0,2,9,3.6
15213,1409,0,0,8,16,27,200.0,2,7,3.5
25060,6035,1,0,19,1,54,400.0,4,9,3.4
43988,1812,1,0,670,39,51,800.0,1,3,4.1
7575,4287,1,0,11,36,51,500.0,2,4,3.6
14953,5981,1,1,1842,34,51,1500.0,2,4,4.4
46674,2580,0,0,23,4,33,300.0,3,7,3.7
25260,1553,1,0,257,1,40,600.0,2,9,3.8
51309,5537,0,0,21,54,51,600.0,4,4,3.5
7975,5667,1,0,191,54,40,300.0,4,9,3.9
20103,4273,1,0,205,21,34,300.0,2,7,4.1
12706,2248,1,0,44,7,38,300.0,4,8,3.6
9486,455,1,0,503,26,49,500.0,2,6,3.7
19290,4853,0,1,644,19,51,1500.0,5,8,3.9
48007,3318,1,0,148,7,51,450.0,3,8,3.9
25740,2008,0,0,110,24,51,700.0,2,8,3.8
42704,2918,1,0,376,37,37,200.0,2,8,3.9
14737,5780,1,0,40,34,7,400.0,2,2,3.2
17990,2100,1,0,7,13,51,200.0,2,6,3.3
51667,6197,0,1,95,54,32,1700.0,5,8,3.7
7021,195,1,0,118,41,51,300.0,2,10,3.6
5254,5268,1,0,241,3,14,700.0,2,3,3.9
5406,1378,1,1,61,7,51,700.0,2,4,4.3
23743,2606,1,0,10,33,51,100.0,4,2,3.5
19867,3666,1,0,12,3,54,100.0,2,9,3.6
37674,4510,0,0,986,37,51,3000.0,0,8,4.6
3521,3755,0,0,334,21,38,600.0,4,4,3.5
35210,5015,0,0,10,29,51,600.0,2,10,3.3
15544,4578,0,0,7,49,40,200.0,4,9,3.2
35076,3171,1,0,39,23,51,200.0,2,2,3.9
49791,2806,1,0,321,46,51,500.0,4,9,3.0
33158,504,1,1,1015,30,51,1300.0,2,1,3.7
36522,3774,0,0,942,26,51,200.0,3,7,4.5
46601,4368,0,0,30,35,51,500.0,2,9,2.6
11794,5524,1,0,904,52,51,2000.0,2,4,4.3
48955,5682,1,0,240,46,51,150.0,2,9,4.2
26747,1502,1,1,2726,9,51,800.0,2,4,4.1
24190,29,1,0,283,1,51,250.0,2,9,3.9
36695,4944,0,1,2014,29,51,1400.0,4,8,4.5
45520,23,0,0,4,40,3,700.0,3,6,3.3
45708,3410,1,0,691,22,51,750.0,4,4,4.0
48207,6005,0,0,3599,50,51,900.0,4,3,4.5
39704,5329,1,0,40,35,54,150.0,2,9,3.9
50572,2299,1,0,16,54,51,500.0,2,9,3.5
44260,703,0,0,14,39,51,200.0,2,9,3.1
45277,2760,0,0,32,40,7,400.0,2,10,3.4
2717,4696,1,0,918,0,51,800.0,2,8,3.8
20500,5741,1,0,42,41,51,350.0,2,6,3.2
5045,1046,1,1,690,37,51,1700.0,1,8,4.4
8939,862,1,1,971,21,51,1500.0,2,8,4.1
28100,2522,1,0,109,9,51,800.0,2,4,2.5
3604,5820,1,0,45,0,51,800.0,4,4,2.8
15013,3498,1,0,91,19,51,550.0,2,4,3.6
1962,6149,0,0,149,2,51,400.0,4,4,3.8
28507,1739,1,1,345,29,51,1000.0,4,5,4.4
49025,4309,1,0,20,46,58,400.0,2,9,3.8
40412,3354,0,0,14,41,51,750.0,4,4,3.5
30245,636,1,0,10,18,51,300.0,2,9,3.4
24224,3410,1,0,119,24,10,750.0,2,4,3.5
3429,4541,0,0,22,3,31,150.0,4,9,3.6
44834,3589,1,0,227,40,52,600.0,2,10,4.2
2970,5922,1,1,584,21,51,1200.0,2,4,3.8
5215,433,1,0,73,16,3,250.0,2,0,4.0
29390,599,1,0,17,9,22,400.0,2,10,3.8
45328,6320,0,0,7,13,51,250.0,2,9,3.4
37675,4023,1,1,1122,10,51,1200.0,0,5,4.5
15760,6292,0,0,402,37,40,1000.0,5,8,2.7
25547,717,1,0,600,38,51,600.0,2,4,3.7
9755,3035,1,0,36,9,31,200.0,2,10,3.6
50214,2112,1,0,92,8,58,350.0,2,9,3.6
33221,4683,0,0,44,29,51,150.0,2,9,4.1
45430,4975,0,0,6,51,51,300.0,2,8,3.1
35962,1228,1,0,76,21,51,300.0,2,9,3.8
25865,4812,1,0,17,24,7,600.0,2,2,3.9
41564,2149,1,1,1824,36,51,850.0,4,4,3.5
1479,1599,1,0,6,2,51,500.0,2,9,3.3
35566,2770,1,0,54,9,6,250.0,2,2,3.4
15025,599,0,0,221,16,21,850.0,2,4,3.9
11677,1237,1,0,20,12,51,500.0,1,3,3.5
16360,5101,0,0,5,6,51,400.0,2,9,3.3
36445,5009,1,1,1706,29,51,650.0,3,3,4.2
7177,4323,0,0,28,54,51,250.0,2,8,3.7
2535,5377,0,0,8,48,17,500.0,1,3,2.9
27067,702,1,0,209,9,51,400.0,2,8,3.8
14672,6161,1,0,28,38,54,200.0,2,9,3.9
40163,3467,0,0,354,35,51,300.0,4,9,4.3
24784,998,1,0,89,24,28,200.0,4,9,4.0
11644,2128,1,0,37,52,51,400.0,1,4,3.8
44957,1470,1,1,58,19,51,450.0,2,9,3.9
17936,6205,1,0,31,1,26,300.0,2,8,3.8
44378,3589,1,0,50,39,52,600.0,2,10,4.2
8538,286,1,0,260,23,38,300.0,2,9,4.0
3868,568,1,0,230,5,38,950.0,2,4,4.0
10550,2848,1,0,179,9,51,250.0,4,9,3.9
35832,5623,0,0,9,9,60,100.0,2,9,3.2
32956,5373,1,1,291,28,51,750.0,2,4,3.7
12020,4102,0,0,38,52,4,300.0,2,0,3.9
50482,109,1,0,35,8,38,150.0,2,9,2.7
24135,6024,1,0,14,24,51,450.0,2,6,3.1
37975,533,1,0,6,3,51,100.0,2,9,3.4
28765,361,1,0,18,26,51,200.0,4,9,3.8
27935,4366,0,0,4,18,40,300.0,2,9,3.2
35676,5993,1,1,104,32,51,700.0,2,3,4.4
333,2666,1,0,210,33,43,600.0,2,4,3.8
30551,4545,0,0,16,9,51,200.0,2,9,3.4
44009,2958,1,0,17,41,51,400.0,2,8,3.9
25844,3497,0,0,17,24,51,400.0,2,9,3.7
3181,5224,0,0,98,3,51,400.0,3,8,4.0
160,176,1,0,12,3,8,300.0,2,10,3.3
11127,3962,0,0,34,29,51,300.0,4,8,3.7
42575,3451,1,0,5,45,38,350.0,2,6,3.2
20634,3228,1,0,26,9,20,300.0,2,9,3.3
3009,355,1,0,179,48,51,600.0,2,4,4.1
50080,2363,1,1,7330,46,51,1400.0,6,8,4.2
9231,1523,1,0,475,30,51,600.0,2,4,3.9
45230,3191,1,1,1258,19,51,1000.0,2,8,4.3
21702,1611,0,0,4,2,60,200.0,4,8,3.2
31473,5021,1,0,100,31,51,900.0,4,8,4.2
18113,629,1,0,124,37,51,900.0,2,8,4.1
24977,1088,1,0,76,25,51,450.0,4,9,3.6
7088,4388,1,0,56,36,18,300.0,2,10,3.6
2627,3556,1,0,287,0,38,350.0,2,9,4.2
12703,978,1,0,95,20,51,650.0,4,8,3.6
8330,6005,0,0,14654,29,51,900.0,1,8,4.7
73,3271,0,0,84,0,51,700.0,2,6,2.9
16632,2806,1,0,317,46,51,500.0,2,9,2.9
36638,2224,0,0,117,31,8,200.0,4,9,3.1
23389,3757,0,0,33,23,54,100.0,4,9,2.9
29509,1318,1,0,358,9,40,400.0,2,9,3.9
24540,1931,0,0,27,17,51,150.0,2,8,3.2
35442,4672,1,1,447,21,51,1200.0,2,8,4.1
33216,682,1,0,211,18,51,600.0,2,6,3.8
34524,2522,1,0,109,9,51,800.0,4,4,2.5
47161,2203,0,0,8,35,11,500.0,4,9,3.1
34430,3269,0,1,1778,13,51,1600.0,4,8,4.0
19446,1015,1,1,152,0,51,600.0,1,3,4.2
46458,854,1,0,97,43,51,150.0,2,9,4.0
30626,883,0,0,15,9,40,200.0,2,9,3.5
6896,1962,1,0,52,54,38,350.0,2,6,3.7
6485,5044,0,0,4,52,38,200.0,4,9,3.2
47648,3976,1,1,302,45,51,1000.0,2,4,4.1
211,6156,1,0,105,0,51,700.0,2,4,3.6
34361,6191,1,0,5,14,51,100.0,4,9,3.3
18032,3976,1,1,292,45,51,1000.0,2,4,4.1
42508,5138,1,0,61,48,51,150.0,2,2,3.9
38953,1633,1,0,113,48,51,250.0,4,9,3.9
23776,5030,1,0,9,33,51,400.0,4,9,3.0
38307,2302,0,0,46,7,51,700.0,2,3,2.8
1462,4249,1,0,59,23,52,500.0,2,9,3.6
4320,1788,1,0,435,26,51,500.0,2,6,3.5
48380,850,0,0,50,48,51,550.0,4,3,3.7
27887,3679,0,0,79,18,51,500.0,2,9,3.7
37193,531,0,0,7,9,51,300.0,4,9,3.4
17001,4370,1,0,829,18,51,850.0,4,4,3.7
47121,190,1,0,4,41,51,600.0,4,9,3.2
44101,3887,1,0,158,41,58,400.0,2,4,3.2
31731,3709,1,0,36,9,51,200.0,4,9,3.7
20514,1590,1,0,67,9,54,150.0,2,6,3.7
43405,5536,1,0,129,7,51,700.0,4,4,4.3
48117,2665,0,1,312,44,51,2000.0,4,8,3.9
18698,1302,0,0,2658,19,51,1200.0,4,4,4.4
45842,2309,0,1,117,19,51,1200.0,4,4,4.5
29073,3205,0,0,4,18,51,700.0,4,4,3.2
21989,5167,1,0,41,33,51,200.0,2,9,3.7
40933,1460,0,0,110,36,35,600.0,2,9,2.8
11441,3789,1,0,47,6,51,800.0,4,4,2.5
27217,4601,1,0,464,9,51,500.0,2,3,4.1
19847,2575,1,0,27,9,51,100.0,2,2,3.6
49530,1289,1,0,23,5,18,800.0,2,4,2.8
5038,5017,1,0,7,7,14,600.0,1,3,3.2
4609,5203,0,0,336,5,51,600.0,4,4,3.6
9349,2296,1,1,1365,31,51,1400.0,2,5,4.2
4550,4360,1,1,1691,5,38,1100.0,4,5,4.1
40789,4290,1,0,47,36,51,300.0,2,9,3.5
29462,5231,1,0,100,9,58,350.0,2,4,3.8
23910,3179,0,0,9,1,14,350.0,1,3,3.5
39145,4855,1,0,398,12,51,600.0,4,4,4.1
24563,5835,1,0,48,25,51,250.0,2,9,2.9
1281,6019,1,1,448,23,51,700.0,2,4,4.1
49925,1417,1,0,33,5,51,300.0,4,9,3.8
51306,5641,1,0,38,54,51,700.0,4,3,3.0
12561,2917,0,1,864,34,51,3000.0,4,8,4.4
27825,4035,0,0,2731,29,51,1300.0,2,3,4.1
38799,4265,0,0,116,37,51,3000.0,4,8,4.1
12502,3198,0,0,33,48,4,350.0,3,6,3.8
48480,2802,1,0,165,10,51,350.0,4,9,3.0
14108,2228,0,0,7,15,49,700.0,4,4,3.4
24303,6035,1,0,19,1,54,400.0,2,9,3.4
40107,2546,0,0,213,35,51,800.0,4,4,4.1
31141,4896,0,0,183,29,38,150.0,4,8,4.1
26253,5396,0,0,17,1,51,400.0,4,9,3.6
46410,4793,1,0,162,43,9,400.0,2,9,3.5
43495,3950,1,1,197,50,51,800.0,4,4,3.8
35392,3302,1,0,137,26,38,500.0,2,9,2.8
14548,301,1,0,16,15,51,200.0,4,9,3.4
21777,1724,0,1,1445,23,51,800.0,1,3,4.1
35067,3384,1,0,74,6,51,700.0,2,4,2.6
24189,1141,1,0,498,24,51,250.0,2,9,4.1
4879,5937,1,0,294,46,51,400.0,4,9,3.3
31749,2530,0,0,357,9,51,500.0,4,9,4.1
44569,2715,0,0,17,39,48,500.0,4,9,3.5
49344,2183,0,0,51,46,51,400.0,2,10,3.9
4500,3547,1,0,25,5,33,300.0,3,8,3.7
14573,1827,0,0,9,15,32,1000.0,5,8,3.4
41818,3596,1,0,21,36,51,350.0,4,8,3.0
15612,2646,1,1,860,12,51,1000.0,4,8,4.3
15119,188,0,0,31,16,51,350.0,2,9,3.5
5072,6212,1,0,85,44,51,400.0,1,8,4.0
28958,3744,1,0,361,18,51,450.0,4,4,2.9
50208,2758,1,0,9,54,51,150.0,2,10,3.6
48676,3376,0,0,5,42,48,700.0,4,4,3.2
32320,3506,1,0,7234,29,51,600.0,2,4,4.4
49853,4360,1,1,1696,5,38,1100.0,4,5,4.1
42611,5861,1,0,66,52,51,800.0,2,3,3.7
1993,5999,1,0,33,2,51,600.0,4,4,3.6
2880,2852,1,0,126,21,58,400.0,2,9,3.9
40780,6267,0,0,690,36,21,1000.0,2,4,3.8
24075,2641,1,0,27,17,25,400.0,2,0,3.1
11582,5320,0,0,67,45,54,500.0,0,4,3.8
31159,4367,1,0,238,29,51,500.0,4,4,4.1
46303,2081,0,0,101,35,58,200.0,2,9,3.6
9155,2022,1,0,17,18,51,350.0,2,10,3.7
22804,2044,1,0,60,23,51,400.0,2,2,3.7
18692,1833,0,0,1563,19,51,1000.0,4,4,4.3
48558,910,1,0,91,7,51,600.0,4,8,3.6
47522,3483,1,0,184,7,13,500.0,2,9,3.7
44103,1914,1,0,53,41,30,300.0,2,9,3.0
22055,5129,1,0,7,23,24,200.0,2,10,3.4
27124,5079,1,0,191,18,51,250.0,2,9,3.8
40079,1440,0,0,28,43,24,300.0,3,7,3.0
46212,2222,1,0,600,47,51,250.0,2,9,3.6
16672,1092,1,0,22,18,24,800.0,2,8,3.8
13715,674,0,0,196,15,1,600.0,2,4,3.6
23931,3754,1,0,109,1,51,600.0,2,5,3.8
33861,4246,1,0,490,30,53,750.0,4,4,3.9
49710,3798,0,0,4,46,51,500.0,4,4,3.3
23774,3346,1,0,132,9,20,300.0,4,9,2.9
4968,1933,1,1,3061,36,51,1500.0,6,5,4.4
12970,2423,0,0,4,49,56,250.0,4,9,3.3
43203,4237,1,1,200,37,51,1600.0,4,4,3.8
6853,2758,1,0,17,41,51,150.0,2,10,3.7
39240,3131,0,0,18,41,51,2000.0,4,8,3.7
6124,1112,1,1,980,52,51,1000.0,4,5,4.2
35303,5379,1,0,187,31,5,500.0,2,8,4.0
48361,3640,0,1,36,7,51,1500.0,4,4,3.9
40952,3356,1,0,105,36,6,300.0,2,2,4.0
15965,5520,1,0,39,18,6,500.0,2,8,3.7
1235,1683,1,0,15,2,51,500.0,2,4,3.6
46859,4394,1,0,9,43,51,450.0,4,9,3.2
13289,5049,0,1,194,44,51,1200.0,6,8,4.4
42530,32,1,0,156,55,40,450.0,2,4,3.9
5765,4133,0,0,33,50,51,300.0,2,9,3.3
35904,1751,1,0,8,48,54,150.0,2,9,3.4
19076,4904,0,0,96,51,51,350.0,4,9,3.7
18904,275,0,0,231,19,11,350.0,4,9,2.7
22091,3483,1,0,258,2,13,500.0,2,9,4.0
49206,5929,1,0,46,46,51,400.0,2,9,3.8
4630,416,1,0,9,5,51,550.0,4,4,3.1
36051,3774,0,0,941,26,51,200.0,2,7,4.5
47018,5673,1,0,66,35,51,150.0,4,9,3.9
19663,3171,1,0,38,23,51,200.0,2,2,3.9
25854,1031,0,0,5,1,51,300.0,2,9,3.3
3248,2668,1,0,27,21,51,200.0,3,8,3.6
39012,3822,0,0,23,37,51,300.0,4,9,3.1
34276,5232,0,0,28,28,48,250.0,4,9,3.6
3909,3056,1,1,571,36,51,600.0,2,4,3.8
32053,5898,0,0,38,29,32,1000.0,6,8,3.0
14011,5384,0,0,9,15,5,300.0,3,8,3.3
8729,2853,1,0,99,2,57,300.0,2,9,3.9
11516,1874,1,1,383,29,51,1500.0,6,5,4.4
38210,3715,0,0,46,48,51,550.0,2,4,2.9
32626,6288,1,0,151,28,51,400.0,2,8,3.9
19839,5021,1,0,600,31,26,900.0,2,7,4.2
5148,1515,1,0,16,7,51,800.0,2,4,3.6
16331,2731,0,0,14,41,51,300.0,2,6,3.6
1423,1034,1,1,790,23,51,1300.0,2,4,4.0
1488,1759,0,1,8,2,58,700.0,2,4,3.2
27226,1092,1,0,22,18,24,800.0,2,8,3.8
48051,400,0,0,6,37,51,300.0,3,8,3.2
7567,995,1,0,4,54,51,1500.0,2,4,3.4
16721,103,1,0,11,18,40,200.0,2,9,3.5
1505,5979,1,0,283,9,51,350.0,2,9,3.5
20964,1073,0,0,8,23,3,350.0,3,7,3.4
21892,2781,1,0,794,21,2,300.0,2,9,4.3
1384,2770,1,0,54,9,6,250.0,2,2,3.4
48988,2320,1,0,70,46,51,600.0,2,6,3.9
23238,1512,1,0,43,23,58,450.0,4,4,3.7
12531,4375,1,0,319,10,47,800.0,4,4,4.4
6963,3200,1,0,536,40,25,600.0,2,6,4.4
38636,5567,1,1,508,48,51,800.0,4,4,4.2
1478,5650,1,0,16,9,51,300.0,2,9,3.6
1953,5970,1,0,54,2,51,500.0,4,3,3.8
37317,940,0,0,4,9,51,200.0,4,9,3.4
1722,1668,0,0,28,9,40,500.0,2,4,3.7
17011,6366,1,1,1338,18,47,800.0,4,4,4.1
10464,2867,1,0,18,9,51,500.0,4,4,3.1
19579,3337,1,0,184,9,51,400.0,2,9,3.8
35254,1914,1,0,11,55,30,300.0,2,9,3.5
6916,3164,1,0,68,36,51,250.0,2,8,3.3
49844,4812,1,0,64,5,7,600.0,4,2,4.1
51415,6113,1,0,9,54,58,400.0,4,8,3.3
38815,550,0,0,35,48,14,300.0,4,3,3.7
11755,1746,1,0,1079,7,51,550.0,2,8,4.1
34831,2535,0,0,27,28,14,450.0,1,3,3.8
29146,2029,0,0,10,9,56,150.0,4,9,3.5
6180,3410,1,0,175,52,10,750.0,4,4,4.0
16204,2781,1,0,78,18,2,300.0,2,9,3.9
16221,2817,1,0,570,18,51,300.0,2,9,3.1
42459,5245,1,0,131,19,58,250.0,2,9,3.7
7102,3738,1,0,20,41,54,200.0,2,9,3.6
6202,5699,1,0,54,44,51,400.0,4,4,4.1
44227,3774,0,0,273,39,51,200.0,2,7,4.3
21488,2683,0,0,8,23,38,300.0,4,9,3.2
39699,4795,1,0,61,41,40,400.0,2,9,3.7
26683,6265,1,0,1588,29,51,550.0,2,4,4.3
45994,4660,1,0,42,19,60,150.0,4,9,3.7
15908,1396,1,0,41,46,34,450.0,2,7,3.9
34055,5834,1,0,483,28,51,800.0,4,4,3.7
29505,2867,1,0,18,9,51,700.0,2,4,3.1
15963,1708,1,0,70,18,55,350.0,2,6,3.7
16421,4049,1,0,2068,18,51,1200.0,2,4,4.5
23989,5597,1,0,34,38,51,300.0,2,9,3.6
6077,3063,0,0,2322,50,51,700.0,4,4,3.9
26919,3392,1,0,23,9,51,300.0,2,9,3.8
31490,2224,0,0,117,31,8,200.0,4,9,3.1
34514,1771,0,0,87,9,28,250.0,4,9,3.8
28088,2780,1,0,10,9,51,100.0,2,9,3.6
27482,1118,1,0,74,30,51,600.0,2,4,3.5
26471,1934,0,1,419,24,51,1800.0,5,8,4.3
14322,6217,1,0,83,15,51,300.0,4,9,3.4
11805,5379,1,0,111,12,5,500.0,2,7,3.8
119,2790,0,0,30,0,20,1000.0,2,1,3.1
45177,1702,1,0,162,22,10,400.0,2,9,3.8
43465,1915,0,0,24,7,51,1900.0,4,8,2.9
19284,6218,0,0,1858,19,51,1200.0,5,1,4.1
34046,1739,1,1,348,29,51,1000.0,4,5,4.4
39901,2224,1,0,177,47,8,300.0,2,9,3.8
39195,4989,0,0,28,41,54,100.0,4,9,3.9
43286,3506,1,0,2157,44,51,600.0,4,4,4.3
47280,1737,1,0,123,44,51,600.0,1,3,3.6
19848,2072,1,1,325,31,51,800.0,2,4,4.2
21375,5808,1,0,0,23,38,250.0,4,9,3.9
23531,5021,1,0,17,2,51,900.0,4,7,3.6
37334,4784,0,0,25,9,51,500.0,4,4,3.6
45599,3517,0,0,134,19,51,600.0,3,8,4.0
44472,4509,1,0,133,39,12,700.0,4,4,3.6
44100,5720,1,1,46,39,51,1100.0,2,4,3.8
40622,1399,1,0,8,54,8,400.0,2,6,2.9
23899,440,1,1,506,17,51,650.0,1,3,4.5
187,923,1,0,25,3,54,100.0,2,9,3.9
14558,4379,0,1,169,15,51,1400.0,5,1,4.3
12149,341,1,0,62,50,58,400.0,2,4,3.8
5261,516,1,0,11,19,51,500.0,2,9,3.7
38999,1751,1,0,9,48,54,150.0,4,9,3.4
9028,2967,1,0,22,2,38,400.0,2,6,3.7
19764,1943,1,0,34,9,51,350.0,2,9,3.9
252,1495,1,0,35,33,40,250.0,2,9,2.9
29376,1765,1,0,77,9,51,300.0,2,10,4.1
29577,265,1,0,18,21,8,100.0,2,9,3.3
1924,3555,0,0,6,23,51,500.0,3,9,3.3
6749,5887,0,0,450,54,38,1800.0,0,4,4.1
23634,3780,1,0,80,21,51,750.0,4,4,3.5
48756,2066,0,0,4,49,51,400.0,4,9,3.2
8060,6250,0,0,57,54,51,400.0,4,8,3.9
11335,5431,0,0,90,2,40,750.0,4,4,2.2
27787,5585,1,0,30,9,39,500.0,2,9,3.1
1809,5759,1,0,8,23,20,300.0,2,9,3.4
20440,5978,1,0,12,9,29,400.0,2,9,3.5
8687,547,1,0,151,31,51,700.0,2,4,2.8
6254,2259,0,0,6,50,55,450.0,4,4,3.3
7677,1056,1,0,67,8,3,400.0,3,0,3.6
23942,139,1,0,123,1,36,600.0,2,4,3.2
12199,1033,1,0,25,44,20,300.0,2,9,3.4
26622,3657,1,1,1880,9,51,900.0,1,3,4.5
42340,4645,1,0,50,55,38,350.0,2,9,3.8
15206,926,1,1,1347,19,51,1700.0,2,4,4.2
3694,34,1,0,13,0,51,400.0,4,3,3.1
47919,4861,0,0,10,7,58,200.0,2,8,3.0
